"symbol","date","adjusted","sma_50","buy_or_sell","shares_owned","invested","savings_account_balance","profit"
"SPY",2009-12-31,90.707649,88.8720066800002,0,3119.05999721062,277638.569114054,0,0
"SPY",2010-01-29,87.41111,90.5982082000002,1,0,0,273640.496512777,-4998.07260127639
"SPY",2010-02-26,90.137856,90.3146117200002,1,0,0,274640.496512777,0
"SPY",2010-03-31,95.625435,91.3848804200002,0,2882.50188365446,275640.496512777,0,0
"SPY",2010-04-30,97.104759,95.2572793400002,0,2892.80004010218,276640.496512777,0,0
"SPY",2010-05-28,89.389351,95.2055028400002,1,0,0,259585.518157508,-18054.9783552694
"SPY",2010-06-30,84.764252,91.7509782400002,1,0,0,260585.518157508,0
"SPY",2010-07-30,90.553703,88.8423276000001,0,2888.73353039475,261585.518157508,0,0
"SPY",2010-08-31,86.480568,88.9876890600001,1,0,0,250819.316509183,-11766.2016483244
"SPY",2010-09-30,94.225327,91.0110893000001,0,2672.52260646634,251819.316509183,0,0
"SPY",2010-10-29,97.824875,93.4769662400001,0,2682.74495533211,252819.316509183,0,0
"SPY",2010-11-30,97.824875,97.3680218200001,0,2692.96730419788,253819.316509183,0,0
"SPY",2010-12-31,104.364723,100.63932734,0,2702.54908596526,254819.316509183,0,0
"SPY",2011-01-31,106.796448,103.65030622,0,2711.91269326426,255819.316509183,0,0
"SPY",2011-02-28,110.506264,107.19227558,0,2720.96195403739,256819.316509183,0,0
"SPY",2011-03-31,110.519524,108.80385012,0,2730.01012909106,257819.316509183,0,0
"SPY",2011-04-29,113.720352,109.78271848,0,2738.80362983576,258819.316509183,0,0
"SPY",2011-05-31,112.445023,111.0033312,0,2747.69686471019,259819.316509183,0,0
"SPY",2011-06-30,110.548096,110.06887504,0,2756.74270119389,260819.316509183,0,0
"SPY",2011-07-29,108.336632,109.59919012,1,0,0,299656.219537929,37836.9030287451
"SPY",2011-08-31,102.380775,105.34161504,1,0,0,300656.219537929,0
"SPY",2011-09-30,95.273422,100.5205971,1,0,0,301656.219537929,0
"SPY",2011-10-31,105.672241,100.06969572,0,2864.10335083107,302656.219537929,0,0
"SPY",2011-11-30,105.242821,101.72320986,0,2873.60518659049,303656.219537929,0,0
"SPY",2011-12-30,106.34243,104.51200272,0,2883.00877084186,304656.219537929,0,0
"SPY",2012-01-31,111.27401,106.4463875,0,2891.99559534832,305656.219537929,0,0
"SPY",2012-02-29,116.103905,111.08724734,0,2900.60857007987,306656.219537929,0,0
"SPY",2012-03-30,119.838257,115.74802094,0,2908.95315072577,307656.219537929,0,0
"SPY",2012-04-30,119.038254,117.73262578,0,2917.35381157551,308656.219537929,0,0
"SPY",2012-05-31,111.88932,116.6719506,1,0,0,327420.734176592,17764.5146386639
"SPY",2012-06-29,116.429924,114.3793865,0,2820.75881262786,328420.734176592,0,0
"SPY",2012-07-31,117.80719,114.38945624,0,2829.24725887635,329420.734176592,0,0
"SPY",2012-08-31,120.758591,117.91260578,0,2837.52824320814,330420.734176592,0,0
"SPY",2012-09-28,123.819916,121.16016836,0,2845.60448838989,331420.734176592,0,0
"SPY",2012-10-31,121.566643,123.27976734,1,0,0,346930.584959292,14509.8507826991
"SPY",2012-11-30,122.254662,122.39007298,1,0,0,347930.584959292,0
"SPY",2012-12-31,123.346947,121.7646962,0,2828.85465304051,348930.584959292,0,0
"SPY",2013-01-31,129.661102,124.74538192,0,2836.56706628223,349930.584959292,0,0
"SPY",2013-02-28,131.315414,128.30516216,0,2844.18231851758,350930.584959292,0,0
"SPY",2013-03-28,136.30162,132.13697704,0,2851.51898847059,351930.584959292,0,0
"SPY",2013-04-30,138.920319,134.92248932,0,2858.71735950226,352930.584959292,0,0
"SPY",2013-05-31,142.200165,139.1934818,0,2865.74970014687,353930.584959292,0,0
"SPY",2013-06-28,140.302551,141.34584692,1,0,0,403071.993458091,48141.4084987993
"SPY",2013-07-31,147.553009,143.74168584,0,2738.48697628451,404071.993458091,0,0
"SPY",2013-08-30,143.127518,145.2498206,1,0,0,392952.843990927,-12119.1494671642
"SPY",2013-09-30,147.656982,147.19194918,0,2668.02719827313,393952.843990927,0,0
"SPY",2013-10-31,154.494461,148.8978335,0,2674.499922237,394952.843990927,0,0
"SPY",2013-11-29,159.073349,153.12929988,0,2680.78633040208,395952.843990927,0,0
"SPY",2013-12-31,163.197601,157.50859522,0,2686.91387145583,396952.843990927,0,0
"SPY",2014-01-31,157.445129,159.8415334,1,0,0,424041.501103252,26088.6571123255
"SPY",2014-02-28,164.611374,160.82281884,0,2582.09071934028,425041.501103252,0,0
"SPY",2014-03-31,165.976974,162.3045468,0,2588.11565144924,426041.501103252,0,0
"SPY",2014-04-30,167.130768,164.90008028,0,2594.0989901963,427041.501103252,0,0
"SPY",2014-05-30,171.009186,166.3595465,0,2599.9466292816,428041.501103252,0,0
"SPY",2014-06-30,174.539703,169.91064782,0,2605.67598473948,429041.501103252,0,0
"SPY",2014-07-31,172.194305,173.87871972,1,0,0,449682.565247406,19641.0641441538
"SPY",2014-08-29,178.989639,175.33015224,0,2517.92543839594,450682.565247406,0,0
"SPY",2014-09-30,176.520325,176.55358218,1,0,0,445465.016711419,-6217.54853598721
"SPY",2014-10-31,180.67746,176.07854528,0,2471.06095420767,446465.016711419,0,0
"SPY",2014-11-28,185.641068,177.90345616,0,2476.44769331004,447465.016711419,0,0
"SPY",2014-12-31,185.170166,182.65488158,0,2481.848131305,448465.016711419,0,0
"SPY",2015-01-30,179.683716,183.83004368,1,0,0,446947.694780538,-2517.32193088054
"SPY",2015-02-27,189.782761,185.08587038,0,2360.31814702358,447947.694780538,0,0
"SPY",2015-03-31,186.802124,186.85219882,1,0,0,441912.443179748,-7035.2516007899
"SPY",2015-04-30,188.639069,188.82464022,1,0,0,442912.443179748,0
"SPY",2015-05-29,191.064285,189.88985048,0,2323.36693997912,443912.443179748,0,0
"SPY",2015-06-30,187.183365,190.80824036,1,0,0,435895.641955045,-9016.80122470373
"SPY",2015-07-31,191.411682,190.60511934,0,2282.49204745531,436895.641955045,0,0
"SPY",2015-08-31,179.745117,188.40547916,1,0,0,411266.800121424,-26628.8418336205
"SPY",2015-09-30,175.158752,183.03011446,1,0,0,412266.800121424,0
"SPY",2015-10-30,190.057693,180.7236731,0,2174.4281623024,413266.800121424,0,0
"SPY",2015-11-30,190.75235,185.68454038,0,2179.6705616752,414266.800121424,0,0
"SPY",2015-12-31,187.455719,189.3026367,1,0,0,409591.712321959,-5675.0877994654
"SPY",2016-01-29,178.122925,184.17758662,1,0,0,410591.712321959,0
"SPY",2016-02-29,177.9758,178.42611538,1,0,0,411591.712321959,0
"SPY",2016-03-31,189.94751,179.90910124,0,2172.13540899777,412591.712321959,0,0
"SPY",2016-04-29,190.696152,187.44108246,0,2177.37935330138,413591.712321959,0,0
"SPY",2016-05-31,193.940231,190.93200472,0,2182.53558104662,414591.712321959,0,0
"SPY",2016-06-30,194.614304,192.14446716,0,2187.67394949871,415591.712321959,0,0
"SPY",2016-07-29,201.712112,195.42718412,0,2192.63151000455,416591.712321959,0,0
"SPY",2016-08-31,201.95369,199.64279476,0,2197.58314025206,417591.712321959,0,0
"SPY",2016-09-30,201.965393,201.6815566,0,2202.53448357452,418591.712321959,0,0
"SPY",2016-10-31,198.463913,200.75678158,1,0,0,438123.612127634,18531.8998056754
"SPY",2016-11-30,205.775024,201.16351318,0,2133.99859512413,439123.612127634,0,0
"SPY",2016-12-30,209.946442,205.2240277,0,2138.76171466297,440123.612127634,0,0
"SPY",2017-01-31,213.7034,210.666308,0,2143.44109739623,441123.612127634,0,0
"SPY",2017-02-28,222.100098,214.96985234,0,2147.94357177155,442123.612127634,0,0
"SPY",2017-03-31,222.377731,219.78041048,0,2152.44042492093,443123.612127634,0,0
"SPY",2017-04-28,224.585098,222.3439801,0,2156.89308010111,444123.612127634,0,0
"SPY",2017-05-31,227.754623,223.7130731,0,2161.2837703397,445123.612127634,0,0
"SPY",2017-06-30,229.206543,227.52809328,0,2165.64664753732,446123.612127634,0,0
"SPY",2017-07-31,233.917709,230.4470908,0,2169.92165520679,447123.612127634,0,0
"SPY",2017-08-31,234.60022,232.19589844,0,2174.18422580455,448123.612127634,0,0
"SPY",2017-09-29,239.327286,234.58682774,0,2178.36260436185,449123.612127634,0,0
"SPY",2017-10-31,244.966751,238.86148988,0,2182.4447910093,450123.612127634,0,0
"SPY",2017-11-30,252.454422,244.02788546,0,2186.4059020569,451123.612127634,0,0
"SPY",2017-12-29,255.516174,249.3914203,0,2190.3195486349,452123.612127634,0,0
"SPY",2018-01-31,269.916779,258.32022402,0,2194.02439426808,453123.612127634,0,0
"SPY",2018-02-28,260.102539,261.43615298,1,0,0,571671.315577065,117547.703449431
"SPY",2018-03-29,252.973022,261.23602872,1,0,0,572671.315577065,0
"SPY",2018-04-30,254.280426,257.53276948,1,0,0,573671.315577065,0
"SPY",2018-05-31,260.461731,256.5685644,0,2206.35604843256,574671.315577065,0,0
"SPY",2018-06-29,261.959656,261.31325374,0,2210.1734301442,575671.315577065,0,0
"SPY",2018-07-31,271.664337,266.32669916,0,2213.85444330567,576671.315577065,0,0
"SPY",2018-08-31,280.335785,271.46367738,0,2217.42159403528,577671.315577065,0,0
"SPY",2018-09-28,282.002502,277.00530282,0,2220.96766186414,578671.315577065,0,0
"SPY",2018-10-31,262.514984,275.28938698,1,0,0,584037.290218783,4365.97464171785
"SPY",2018-11-30,267.38443,268.78765352,1,0,0,585037.290218783,0
"SPY",2018-12-31,243.841644,258.16884122,1,0,0,586037.290218783,0
"SPY",2019-01-31,263.36499,253.68344454,0,2228.98757431192,587037.290218783,0,0
"SPY",2019-02-28,271.90213,256.83052618,0,2232.6653682299,588037.290218783,0,0
"SPY",2019-03-29,276.823761,268.76908578,0,2236.27777489755,589037.290218783,0,0
