"symbol","date","adjusted","sma_50","invested","shares","total_shares_value","profit"
"SPY",2016-06-30,194.614304,192.14446716,279000,3875.06402942933,754142.889042824,475142.889042824
"SPY",2016-07-29,201.712112,195.42718412,280000,3880.02158993517,782647.34951142,502647.34951142
"SPY",2016-08-31,201.95369,199.64279476,281000,3884.97322018267,784584.677367073,503584.677367073
"SPY",2016-09-30,201.965393,201.6815566,282000,3889.92456350514,785630.143208669,503630.143208669
"SPY",2016-10-31,198.463913,200.75678158,283000,3894.96326290839,773009.650148047,490009.650148047
"SPY",2016-11-30,205.775024,201.16351318,284000,3899.82293917309,802486.158904093,518486.158904093
"SPY",2016-12-30,209.946442,205.2240277,285000,3904.58605871193,819753.950509372,534753.950509372
"SPY",2017-01-31,213.7034,210.666308,286000,3909.26544144519,835423.316339338,549423.316339338
"SPY",2017-02-28,222.100098,214.96985234,287000,3913.76791582051,869248.23765299,582248.23765299
"SPY",2017-03-31,222.377731,219.78041048,288000,3918.26476896989,871334.828780763,583334.828780763
"SPY",2017-04-28,224.585098,222.3439801,289000,3922.71742415007,880983.87712905,591983.87712905
"SPY",2017-05-31,227.754623,223.7130731,290000,3927.10811438866,894417.028072829,604417.028072829
"SPY",2017-06-30,229.206543,227.52809328,291000,3931.47099158628,901118.874886273,610118.874886273
"SPY",2017-07-31,233.917709,230.4470908,292000,3935.74599925575,920640.68735182,628640.68735182
"SPY",2017-08-31,234.60022,232.19589844,293000,3940.00856985351,924326.877289518,631326.877289518
"SPY",2017-09-29,239.327286,234.58682774,294000,3944.18694841081,943951.557839781,649951.557839781
"SPY",2017-10-31,244.966751,238.86148988,295000,3948.26913505825,967194.662088801,672194.662088801
"SPY",2017-11-30,252.454422,244.02788546,296000,3952.23024610586,997758.002391572,701758.002391572
"SPY",2017-12-29,255.516174,249.3914203,297000,3956.14389268386,1010858.75125205,713858.751252047
"SPY",2018-01-31,269.916779,258.32022402,298000,3959.84873831704,1068829.61677375,770829.616773749
"SPY",2018-02-28,260.102539,261.43615298,299000,3963.69337591206,1030966.71089221,731966.710892209
"SPY",2018-03-29,252.973022,261.23602872,3e+05,3967.64636659895,1003707.49158586,703707.491585856
"SPY",2018-04-30,254.280426,257.53276948,301000,3971.57903265481,1009894.80831613,708894.808316133
"SPY",2018-05-31,260.461731,256.5685644,302000,3975.41836826915,1035444.34964858,733444.349648578
"SPY",2018-06-29,261.959656,261.31325374,303000,3979.23574998078,1042399.22820787,739399.228207867
"SPY",2018-07-31,271.664337,266.32669916,304000,3982.91676314225,1082016.44178523,778016.441785226
"SPY",2018-08-31,280.335785,271.46367738,305000,3986.48391387187,1117554.09738514,812554.097385143
"SPY",2018-09-28,282.002502,277.00530282,306000,3990.02998170073,1125198.43789462,819198.43789462
"SPY",2018-10-31,262.514984,275.28938698,307000,3993.83928806779,1048442.65680569,741442.656805687
"SPY",2018-11-30,267.38443,268.78765352,308000,3997.5792216159,1068890.44155161,760890.441551612
"SPY",2018-12-31,243.841644,258.16884122,309000,4001.68024383506,975776.289419062,666776.289419062
"SPY",2019-01-31,263.36499,253.68344454,310000,4005.47725573098,1054902.47740082,744902.477400818
"SPY",2019-02-28,271.90213,256.83052618,311000,4009.15504964896,1090097.79749981,779097.797499809
"SPY",2019-03-29,276.823761,268.76908578,312000,4012.76745631661,1110829.37927597,798829.379275968
"SPY",2019-04-30,288.13266,277.7889057,313000,4016.23807988285,1157209.36114994,844209.361149939
"SPY",2019-05-31,269.758087,280.83556284,314000,4019.94510498494,1084412.70136575,770412.701365752
"SPY",2019-06-28,288.529602,282.3037159,315000,4023.41095387209,1160873.16120315,845873.161203154
"SPY",2019-07-31,292.892029,287.07736578,316000,4026.825181304,1179424.99778042,863424.997780421
"SPY",2019-08-30,287.988037,289.54862616,317000,4030.29754776205,1160677.47930591,843677.479305908
"SPY",2019-09-30,293.591644,290.3768231,318000,4033.7036392515,1184261.68285663,866261.68285663
"SPY",2019-10-31,300.081421,292.72382446,319000,4037.03606815252,1211439.51995946,892439.51995946
"SPY",2019-11-29,310.943817,299.13504642,320000,4040.25208321803,1256291.40439802,936291.404398016
"SPY",2019-12-31,319.978424,308.63760748,321000,4043.37729393536,1293793.49415082,972793.494150823
"SPY",2020-01-31,319.849213,318.1511993,322000,4046.50376715886,1294271.0453273,972271.045327296
"SPY",2020-02-28,294.528107,323.97161438,323000,4049.89902885454,1192809.09450967,869809.094509667
"SPY",2020-03-31,257.75,298.3788022,324000,4053.77875727355,1044861.47468726,720861.474687258
"SPY",2020-04-22,279.100006,281.52836428,325000,4057.36170237747,1132409.67547772,807409.675477721
